adm0_name,adm1_name,adm1_namechanged,adm1_code,adm1_pcod3,adm2_name,adm2_namechanged,adm2_code,adm2_pcod3,adm0_code,adm0_pcod3
Nigeria,Ebonyi,Ebonyi,65701,NGA011,Izzi,Izzi,22768,NGA011010,182,NGA
Nigeria,Enugu,Enugu,65703,NGA014,Nsukka,Nsukka,22770,NGA014013,182,NGA
Nigeria,Ebonyi,Ebonyi,65701,NGA011,Ohaukwu,Ohaukwu,22771,NGA011012,182,NGA
Nigeria,Enugu,Enugu,65703,NGA014,Oji-River,Oji-River,22772,NGA014014,182,NGA
Nigeria,Enugu,Enugu,65703,NGA014,Udi,Udi,22773,NGA014016,182,NGA
Nigeria,Enugu,Enugu,65703,NGA014,Uzo-Uwani,Uzo-Uwani,22774,NGA014017,182,NGA
Nigeria,Abuja,Abuja,2221,NGA015,Abaji,Abaji,22775,NGA015001,182,NGA
Nigeria,Abuja,Abuja,2221,NGA015,Kuje,Kuje,22778,NGA015005,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Aboh-Mbaise,Aboh-Mbaise,22779,NGA017001,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ahiazu-Mbaise,Ahiazu-Mbaise,22780,NGA017002,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ehime-Mbano,Ehime-Mbano,22781,NGA017003,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ezinihitte,Ezinihitte,22782,NGA017004,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ideato South,Ideato South,22783,NGA017006,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ideato North,Ideato North,22784,NGA017005,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ihitte/Uboma,Ihitte/Uboma,22785,NGA017007,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ikeduru,Ikeduru,22786,NGA017008,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Isiala Mbano,Isiala Mbano,22787,NGA017009,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Mbaitoli,Mbaitoli,22789,NGA017011,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ngor-Okpala,Ngor-Okpala,22790,NGA017012,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Obowo,Obowo,22792,NGA017016,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Oguta,Oguta,22793,NGA017017,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Ohaji/Egbema,Ohaji/Egbema,22794,NGA017018,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Orlu,Orlu,22796,NGA017020,182,NGA
Nigeria,Imo,Imo,2222,NGA017,Orsu,Orsu,22797,NGA017021,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Babura,Babura,22800,NGA018002,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Biriniwa,Biriniwa,22801,NGA018003,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Dutse,Dutse,22803,NGA018006,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Garki,Garki,22804,NGA018008,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Gwaram,Gwaram,22806,NGA018011,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,Kafin Hausa,Kafin Hausa,22809,NGA018015,182,NGA
Nigeria,Jigawa,Jigawa,2223,NGA018,kiyawa,kiyawa,22812,NGA018019,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Birnin-Gwari,Birnin-Gwari,22817,NGA019001,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Kaduna North,Kaduna North,22819,NGA019009,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Giwa,Giwa,22820,NGA019003,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Igabi,Igabi,22821,NGA019004,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Jaba,Jaba,22823,NGA019006,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Kaura,Kaura,22826,NGA019013,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Kauru,Kauru,22827,NGA019014,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Lere,Lere,22828,NGA019017,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Sabon-Gari,Sabon-Gari,22830,NGA019019,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Soba,Soba,22831,NGA019021,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Kaduna South,Kaduna South,22832,NGA019010,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Zango-Kataf,Zango-Kataf,22833,NGA019022,182,NGA
Nigeria,Kaduna,Kaduna,2224,NGA019,Zaria,Zaria,22834,NGA019023,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Bagwai,Bagwai,22836,NGA020003,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Bichi,Bichi,22838,NGA020005,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Bunkure,Bunkure,22839,NGA020006,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Dawakin Tofa,Dawakin Tofa,22843,NGA020010,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Gabasawa,Gabasawa,22844,NGA020013,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Gezawa,Gezawa,22846,NGA020017,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Gwarzo,Gwarzo,22847,NGA020019,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Kumbotso,Kumbotso,22851,NGA020025,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Minjibir,Minjibir,22853,NGA020030,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Shanono,Shanono,22857,NGA020035,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Sumaila,Sumaila,22858,NGA020036,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Takali,Takali,22859,NGA020037,182,NGA
Nigeria,Kano,Kano,2225,NGA020,Ungogo,Ungogo,22862,NGA020042,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Batsari,Batsari,22865,NGA021003,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Bindawa,Bindawa,22866,NGA021005,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Ingawa,Ingawa,22871,NGA021015,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Jibia,Jibia,22872,NGA021016,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Keita,Keita,22873,NGA021018,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Kankara,Kankara,22874,NGA021019,182,NGA
Nigeria,Katsina,Katsina,2226,NGA021,Mani,Mani,22878,NGA021026,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Arewa-Dandi,Arewa-Dandi,22884,NGA022002,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Bagudo,Bagudo,22886,NGA022005,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Birnin Kebbi,Birnin Kebbi,22887,NGA022006,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Dandi,Dandi,22889,NGA022008,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Gwandu,Gwandu,22890,NGA022010,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Koko/Besse,Koko/Besse,22892,NGA022013,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Ngaski,Ngaski,22894,NGA022015,182,NGA
Nigeria,Kebbi,Kebbi,2227,NGA022,Suru,Suru,22896,NGA022018,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Adavi,Adavi,22899,NGA023001,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Dekina,Dekina,22903,NGA023005,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Ijumu,Ijumu,22904,NGA023009,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Kabba/Bunu,Kabba/Bunu,22905,NGA023010,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Kogi,Kogi,22906,NGA023011,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Lokoja,Lokoja,22907,NGA023012,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Ofu,Ofu,22908,NGA023014,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Okehi,Okehi,22909,NGA023016,182,NGA
Nigeria,Kogi,Kogi,2228,NGA023,Olamabolo,Olamabolo,22911,NGA023018,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Asa,Asa,22914,NGA024001,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Baruten,Baruten,22915,NGA024002,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Ifelodun,Ifelodun,22917,NGA024005,182,NGA
Nigeria,Kwara,Kwara,2229,NGA030,Ifelodun,Ifelodun,22917,NGA030016,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Orolu,Orolu,22920,NGA030029,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Kaiama,Kaiama,22921,NGA024011,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Moro,Moro,22922,NGA024012,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Offa,Offa,22923,NGA024013,182,NGA
Nigeria,Kwara,Kwara,2229,NGA024,Oyun,Oyun,22924,NGA024015,182,NGA
Nigeria,Lagos,Lagos,2230,NGA025,Badagry,Badagry,22926,NGA025006,182,NGA
Nigeria,Lagos,Lagos,2230,NGA025,Epe,Epe,22927,NGA025007,182,NGA
Nigeria,Lagos,Lagos,2230,NGA025,Eti-Osa,Eti-Osa,22928,NGA025008,182,NGA
Nigeria,Lagos,Lagos,2230,NGA025,Ibeju/Lekki,Ibeju/Lekki,22929,NGA025009,182,NGA
Nigeria,Lagos,Lagos,2230,NGA025,Ikorodu,Ikorodu,22931,NGA025012,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Agaie,Agaie,22937,NGA027001,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Agwara,Agwara,22938,NGA027002,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Katcha,Katcha,22939,NGA027010,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Borgu,Borgu,22940,NGA027004,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Lapai,Lapai,22945,NGA027012,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Magama,Magama,22947,NGA027014,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Pailoro,Pailoro,22949,NGA027019,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Rafi,Rafi,22950,NGA027020,182,NGA
Nigeria,Niger,Niger,2231,NGA027,Rijau,Rijau,22951,NGA027021,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Ado-Odo/Ota,Ado-Odo/Ota,22956,NGA028003,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Ijebu East,Ijebu East,22960,NGA028008,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Ijebu North,Ijebu North,22961,NGA028009,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Obafemi-Owode,Obafemi-Owode,22963,NGA028015,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Odeda,Odeda,22964,NGA028016,182,NGA
Nigeria,Ogun,Ogun,2232,NGA028,Ogun waterside,Ogun waterside,22965,NGA028018,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Ado Ekiti,Ado Ekiti,22967,NGA013001,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Akoko North East,Akoko North East,22968,NGA029001,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Akoko North West,Akoko North West,22969,NGA029002,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Ekiti South West,Ekiti South West,22973,NGA013005,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Idanre,Idanre,22976,NGA029008,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Idosi-Osi,Idosi-Osi,22977,NGA013008,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Ifedore,Ifedore,22978,NGA029009,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Ijero,Ijero,22979,NGA013009,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Okitipupa,Okitipupa,22980,NGA029014,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Ikere,Ikere,22981,NGA013010,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Ikole,Ikole,22982,NGA013011,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Irele,Irele,22985,NGA029012,182,NGA
Nigeria,Ondo,Ondo,65706,NGA029,Odigbo,Odigbo,22987,NGA029013,182,NGA
Nigeria,Ekiti,Ekiti,65702,NGA013,Oye,Oye,22991,NGA013016,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Aiyedade,Aiyedade,22993,NGA030001,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Aiyedire,Aiyedire,22994,NGA030002,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Boripe,Boripe,22995,NGA030006,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Ejigbo,Ejigbo,22998,NGA030010,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Ife North,Ife North,23001,NGA030013,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Ife South,Ife South,23002,NGA030014,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Iwo,Iwo,23006,NGA030023,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Obokun,Obokun,23007,NGA030024,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Odo-Otin,Odo-Otin,23008,NGA030025,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Ola-oluwa,Ola-oluwa,23009,NGA030026,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Olorunda,Olorunda,23010,NGA030027,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Oriade,Oriade,23011,NGA030028,182,NGA
Nigeria,Osun,Osun,2234,NGA030,Osogbo,Osogbo,23012,NGA030030,182,NGA
Nigeria,Oyo,Oyo,2235,NGA031,Ibarapa East,Ibarapa East,23021,NGA031012,182,NGA
Nigeria,Oyo,Oyo,2235,NGA031,Orelope,Orelope,23033,NGA031027,182,NGA
Nigeria,Oyo,Oyo,2235,NGA031,Ori Ire,Ori Ire,23034,NGA031028,182,NGA
Nigeria,Oyo,Oyo,2235,NGA025,Surulere,Surulere,23036,NGA025020,182,NGA
Nigeria,Oyo,Oyo,2235,NGA031,Surulere,Surulere,23036,NGA031033,182,NGA
Nigeria,Plateau,Plateau,65707,NGA023,Bassa,Bassa,23040,NGA023004,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Bassa,Bassa,23040,NGA032002,182,NGA
Nigeria,Nassarawa,Nassarawa,65705,NGA026,Doma,Doma,23041,NGA026003,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Kanam,Kanam,23043,NGA032007,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Langtang North,Langtang North,23046,NGA032009,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Langtang South,Langtang South,23047,NGA032010,182,NGA
Nigeria,Nassarawa,Nassarawa,65705,NGA026,Nasarawa-Eggon,Nasarawa-Eggon,23049,NGA026010,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Qua'an Pan,Qua'an Pan,23051,NGA032014,182,NGA
Nigeria,Plateau,Plateau,65707,NGA032,Wase,Wase,23053,NGA032017,182,NGA
Nigeria,Rivers,Rivers,65708,NGA033,Abua/Odual,Abua/Odual,23054,NGA033001,182,NGA
Nigeria,Rivers,Rivers,65708,NGA033,Asari-Toru,Asari-Toru,23058,NGA033006,182,NGA
Nigeria,Bayelsa,Bayelsa,65700,NGA006,Ekeremor,Ekeremor,23062,NGA006002,182,NGA
Nigeria,Rivers,Rivers,65708,NGA033,Gokana,Gokana,23065,NGA033012,182,NGA
Nigeria,Rivers,Rivers,65708,NGA033,Obia/Akpor,Obia/Akpor,23069,NGA033015,182,NGA
Nigeria,Rivers,Rivers,65708,NGA033,Ogba/Egbema/Ndoni,Ogba/Egbema/Ndoni,23070,NGA033016,182,NGA
Nigeria,Bayelsa,Bayelsa,65700,NGA006,Sagbama,Sagbama,23073,NGA006006,182,NGA
Nigeria,Bayelsa,Bayelsa,65700,NGA006,Southern Ijaw,Southern Ijaw,23074,NGA006007,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Bakura,Bakura,23077,NGA037002,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Binji,Binji,23078,NGA034001,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Bodinga,Bodinga,23079,NGA034002,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Bungudu,Bungudu,23080,NGA037005,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Gada,Gada,23082,NGA034004,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Goronyo,Goronyo,23083,NGA034006,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA003,Etinan,Etinan,23085,NGA003007,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Etinan,Etinan,23085,NGA037007,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Gawabawa,Gawabawa,23086,NGA034005,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Illela,Illela,23087,NGA034008,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Kware,Kware,23090,NGA034011,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Maradun,Maradun,23091,NGA037009,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Rabah,Rabah,23092,NGA034012,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Sabon Birni,Sabon Birni,23093,NGA034013,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Silame,Silame,23094,NGA034015,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Talata Mafara,Talata Mafara,23096,NGA037012,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Tambuwal,Tambuwal,23097,NGA034018,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Tsafe,Tsafe,23099,NGA037013,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Wamako,Wamako,23100,NGA034021,182,NGA
Nigeria,Sokoto,Sokoto,65709,NGA034,Wurno,Wurno,23101,NGA034022,182,NGA
Nigeria,Zamfara,Zamfara,65710,NGA037,Zurmi,Zurmi,23103,NGA037014,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Donga,Donga,23105,NGA035003,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Gashaka,Gashaka,23106,NGA035004,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Ibi,Ibi,23107,NGA035006,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Ardo-Kola,Ardo-Kola,23108,NGA035001,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Karin-Lamido,Karin-Lamido,23109,NGA035008,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Wukari,Wukari,23113,NGA035014,182,NGA
Nigeria,Taraba,Taraba,2239,NGA035,Zing,Zing,23115,NGA035016,182,NGA
Nigeria,Yobe,Yobe,2240,NGA036,Fika,Fika,23118,NGA036004,182,NGA
Nigeria,Yobe,Yobe,2240,NGA036,Fune,Fune,23119,NGA036005,182,NGA
Nigeria,Yobe,Yobe,2240,NGA036,Geidam,Geidam,23120,NGA036006,182,NGA
Nigeria,Yobe,Yobe,2240,NGA036,Yunusari,Yunusari,23124,NGA036016,182,NGA
Senegal,Dakar,Dakar,2636,SEN001,Rufisque,Rufisque,25321,SEN001004,217,SEN
Senegal,Diourbel,Diourbel,47585,SEN002,Bambey,Bambey,25322,SEN002001,217,SEN
Senegal,Diourbel,Diourbel,47585,SEN002,Diourbel,Diourbel,25323,SEN002002,217,SEN
Senegal,Fatick,Fatick,47586,SEN003,Fatick,Fatick,25325,SEN003001,217,SEN
Senegal,Fatick,Fatick,47586,SEN003,Foundiougne,Foundiougne,25326,SEN003002,217,SEN
Senegal,Kaolack,Kaolack,1373,SEN005,Kaolack,Kaolack,25329,SEN005002,217,SEN
Senegal,Kaolack,Kaolack,1373,SEN005,Nioro du Rip,Nioro du Rip,25330,SEN005003,217,SEN
Senegal,Kolda,Kolda,1375,SEN007,Velingara,Velingara,25333,SEN007003,217,SEN
Senegal,Louga,Louga,47587,SEN008,Kebemer,Kebemer,25334,SEN008001,217,SEN
Senegal,Louga,Louga,47587,SEN008,Louga,Louga,25336,SEN008003,217,SEN
Senegal,Thies,Thies,2644,SEN013,Mbour,Mbour,25343,SEN013001,217,SEN
Senegal,Thies,Thies,2644,SEN013,Thies,Thies,25344,SEN013002,217,SEN
Senegal,Thies,Thies,2644,SEN013,Tivaouane,Tivaouane,25345,SEN013003,217,SEN
Senegal,Ziguinchor,Ziguinchor,2645,SEN014,Bignona,Bignona,25346,SEN014001,217,SEN
Senegal,Ziguinchor,Ziguinchor,2645,SEN014,Oussouye,Oussouye,25347,SEN014002,217,SEN
Senegal,Ziguinchor,Ziguinchor,2645,SEN014,Ziguinchor,Ziguinchor,25348,SEN014003,217,SEN
Senegal,Conakry,Conakry,40701,SEN009,Matam,Matam,40714,SEN009002,217,SEN
Senegal,Matam,Matam,47588,SEN009,Kanel,Kanel,47593,SEN009001,217,SEN
Senegal,Louga,Louga,47587,SEN008,Linguere,Linguere,47594,SEN008002,217,SEN
Senegal,Diourbel,Diourbel,47585,SEN002,Mbacke,Mbacke,47596,SEN002003,217,SEN
Senegal,Saint louis,Saint louis,47589,SEN010,Podor,Podor,47598,SEN010002,217,SEN
Senegal,Matam,Matam,47588,SEN009,Ranerou,Ranerou,47599,SEN009003,217,SEN
Senegal,Saint louis,Saint louis,47589,SEN010,Saint Louis,Saint Louis,47600,SEN010003,217,SEN
Chad,Ouaddai,Ouaddai,12926,TCD014,Abdi,Abdi,65351,TCD014002,50,TCD
Chad,Hajer Lamis,Hajer Lamis,12910,TCD005,Haraze Al Biar,Haraze Al Biar,65354,TCD005003,50,TCD
Chad,Moyen Chari,Moyen Chari,12923,TCD013,Lac Iro,Lac Iro,65355,TCD013003,50,TCD
Chad,Salamat,Salamat,881,TCD015,Bahr Azoum,Bahr Azoum,65356,TCD015001,50,TCD
Chad,Kanem,Kanem,12915,TCD006,Wadi Bissam,Wadi Bissam,65357,TCD006003,50,TCD
Chad,Wardi Fira,Wardi Fira,870,TCD017,Biltine,Biltine,65360,TCD017001,50,TCD
Chad,Salamat,Salamat,881,TCD015,Aboudeia,Aboudeia,65361,TCD015002,50,TCD
Chad,Chari-Baguirmi,Chari-Baguirmi,12910,TCD003,Loug Chari,Loug Chari,65362,TCD003003,50,TCD
Chad,Tandjile,Tandjile,12930,TCD016,Tandjile Ouest,Tandjile Ouest,65363,TCD016002,50,TCD
Chad,Logone Occidental,Logone Occidental,876,TCD008,Lac Wey,Lac Wey,65364,TCD008001,50,TCD
Chad,Sila,Sila,12927,TCD021,Djourf Al Ahmar,Djourf Al Ahmar,65365,TCD021002,50,TCD
Chad,Wardi Fira,Wardi Fira,870,TCD017,Dar Tama,Dar Tama,65367,TCD017002,50,TCD
Chad,Moyen Chari,Moyen Chari,12923,TCD013,Bahr Koh,Bahr Koh,65368,TCD013001,50,TCD
Chad,Mandoul,Mandoul,12925,TCD010,Mandoul Occidental,Mandoul Occidental,65372,TCD010003,50,TCD
Chad,Logone Occidental,Logone Occidental,876,TCD008,Gueni,Gueni,65373,TCD008003,50,TCD
Chad,Ouaddai,Ouaddai,12926,TCD014,Assoungha,Assoungha,65374,TCD014003,50,TCD
Chad,Sila,Sila,12927,TCD021,Kimiti,Kimiti,65376,TCD021001,50,TCD
Chad,Chari-Baguirmi,Chari-Baguirmi,12910,TCD003,Baguirmi,Baguirmi,65377,TCD003001,50,TCD
Chad,Logone Occidental,Logone Occidental,876,TCD008,Ngourkosso,Ngourkosso,65378,TCD008004,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,La nya,La nya,65379,TCD009004,50,TCD
Chad,Mandoul,Mandoul,12925,TCD010,Barh Sara,Barh Sara,65382,TCD010002,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,Kouh Ouest,Kouh Ouest,65383,TCD009003,50,TCD
Chad,Mandoul,Mandoul,12925,TCD010,Mandoul Oriental,Mandoul Oriental,65384,TCD010001,50,TCD
Chad,Logone Occidental,Logone Occidental,876,TCD008,Dodje,Dodje,65387,TCD008002,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,La Nya Pende,La Nya Pende,65391,TCD009005,50,TCD
Chad,Tandjile,Tandjile,12930,TCD016,Tandjile Centre,Tandjile Centre,65396,TCD016003,50,TCD
Chad,Mayo-Kebbi est,Mayo-Kebbi est,12921,TCD011,La Kabbia,La Kabbia,65397,TCD011002,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,Kouh Est,Kouh Est,65403,TCD009002,50,TCD
Chad,Guera,Guera,873,TCD004,Guera,Guera,65404,TCD004001,50,TCD
Chad,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,12922,TCD012,Mayo-Binder,Mayo-Binder,65405,TCD012003,50,TCD
Chad,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,12922,TCD012,Lac Lere,Lac Lere,65406,TCD012002,50,TCD
Chad,Guera,Guera,873,TCD004,Abtouyour,Abtouyour,65410,TCD004002,50,TCD
Chad,Hajer Lamis,Hajer Lamis,12910,TCD005,Dababa,Dababa,65414,TCD005002,50,TCD
Chad,Lac,Lac,875,TCD007,Mamdi,Mamdi,65415,TCD007001,50,TCD
Chad,Lac,Lac,875,TCD007,Fouli,Fouli,65416,TCD007004,50,TCD
Chad,Borkou,Borkou,12907,TCD002,Borkou Yala,Borkou Yala,65417,TCD002002,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,Monts de Lam,Monts de Lam,65418,TCD009006,50,TCD
Chad,Borkou,Borkou,12907,TCD002,Borkou,Borkou,65419,TCD002001,50,TCD
Chad,Lac,Lac,875,TCD007,Kaya,Kaya,65420,TCD007003,50,TCD
Chad,Ouaddai,Ouaddai,12926,TCD014,Ouara,Ouara,65422,TCD014001,50,TCD
Chad,Guera,Guera,873,TCD004,Mangalme,Mangalme,65429,TCD004004,50,TCD
Chad,Guera,Guera,873,TCD004,Barh Signaka,Barh Signaka,65431,TCD004003,50,TCD
Chad,Tandjile,Tandjile,12930,TCD016,Tandjile Est,Tandjile Est,65434,TCD016001,50,TCD
Chad,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,12922,TCD012,Mayo Dallah,Mayo Dallah,65435,TCD012001,50,TCD
Chad,Batha,Batha,12904,TCD001,Batha Est,Batha Est,65442,TCD001002,50,TCD
Chad,Batha,Batha,12904,TCD001,Batha Ouest,Batha Ouest,65445,TCD001001,50,TCD
Chad,Logone Oriental,Logone Oriental,12918,TCD009,La Pende,La Pende,65452,TCD009001,50,TCD
Chad,Salamat,Salamat,881,TCD015,Haraze Mangueigne,Haraze Mangueigne,65459,TCD015003,50,TCD
Chad,Chari-Baguirmi,Chari-Baguirmi,12910,TCD003,Chari,Chari,65463,TCD003002,50,TCD
Chad,Ennedi Ouest,Ennedi Ouest,12908,TCD023,Fada,Fada,65464,TCD023001,50,TCD
Chad,Ennedi Ouest,Ennedi Ouest,12908,TCD023,Mourtcha,Mourtcha,65465,TCD023003,50,TCD
Chad,Ennedi Est,Ennedi Est,12906,TCD020,Am-Djarass,Am-Djarass,65466,TCD020001,50,TCD
