country,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Benin,Alibori,Banikoara,259681.925552654,1,235012.142625152,24669.7829275021,0,0,0,0
Benin,Alibori,Gogounou,121894.217769111,1,114580.564702964,7313.65306614667,0,0,0,0
Benin,Alibori,Kandi,187770.147396586,1,185141.365333034,2628.7820635522,0,0,0,0
Benin,Alibori,Karimama,69824.3840817958,2,41894.6304490775,25136.7782694465,2792.97536327183,0,0,2792.97536327183
Benin,Alibori,Malanville,175648.476007505,2,137357.108237869,33373.210441426,4918.15732821015,0,0,4918.15732821015
Benin,Alibori,Segbana,93539.6290312362,1,92604.2327409238,935.396290312362,0,0,0,0
Benin,Atacora,Boukombe,85511.371469924,2,49853.1295669657,33349.4348732704,2308.80702968795,0,0,2308.80702968795
Benin,Atacora,Kerou,71379.9884389642,2,46539.7524622047,24269.1960692478,571.039907511714,0,0,571.039907511714
Benin,Atacora,Kobli,102317.353219192,2,80012.1702174081,20463.4706438384,1841.71235794545,0,0,1841.71235794545
Benin,Atacora,Kouande,115367.534230112,1,114213.858887811,1153.67534230112,0,0,0,0
Benin,Atacora,Materi,113808.69713856,2,78528.0010256064,35280.6961129536,0,0,0,0
Benin,Atacora,Natitingou,106985.835908347,2,85588.6687266777,21397.1671816694,0,0,0,0
Benin,Atacora,Pehunco,80632.8986806368,1,78939.6078083434,1693.29087229337,0,0,0,0
Benin,Atacora,Tanguieta,75702.6985058022,1,74945.6715207441,757.026985058022,0,0,0,0
Benin,Atacora,Toucountouna,41000.5528952842,1,34850.4699609916,6150.08293429263,0,0,0,0
Benin,Atlantique,Abomey-Calavi,701404.016143944,2,561123.212915155,140280.803228789,0,0,0,0
Benin,Atlantique,Allada,131255.915301158,2,105004.732240926,26251.1830602316,0,0,0,0
Benin,Atlantique,Kpomasse,68742.6400589809,1,68055.2136583911,687.426400589809,0,0,0,0
Benin,Atlantique,Ouidah,172580.401793715,1,170854.597775778,1725.80401793715,0,0,0,0
Benin,Atlantique,So-Ava,123202.248474349,2,98561.7987794793,24640.4496948698,0,0,0,0
Benin,Atlantique,Toffo,103640.865442035,1,93276.7788978315,10364.0865442035,0,0,0,0
Benin,Atlantique,Tori-Bossito,58749.7682805324,2,46999.8146244259,11749.9536561065,0,0,0,0
Benin,Atlantique,Ze,110664.817006507,1,109558.168836442,1106.64817006507,0,0,0,0
Benin,Borgou,Bembereke,128642.081418326,1,127998.871011235,643.210407091631,0,0,0,0
Benin,Borgou,Kalale,176481.468804804,1,175599.06146078,882.407344024022,0,0,0,0
Benin,Borgou,N'dali,120182.248701105,1,119581.337457599,600.911243505523,0,0,0,0
Benin,Borgou,Nikki,156109.680406264,1,155329.132004233,780.548402031321,0,0,0,0
Benin,Borgou,Parakou,266437.473862398,1,265105.286493086,1332.18736931199,0,0,0,0
Benin,Borgou,Perere,83663.3916217475,1,83245.0746636387,418.316958108737,0,0,0,0
Benin,Borgou,Sinende,91023.4317929857,1,90568.3146340207,455.117158964928,0,0,0,0
Benin,Borgou,Tchaourou,235805.151246506,1,234626.125490273,1179.02575623253,0,0,0,0
Benin,Collines,Bante,109473.180824154,1,108925.814920033,547.365904120768,0,0,0,0
Benin,Collines,Dassa-Zoume,113884.062481245,1,113314.642168839,569.420312406227,0,0,0,0
Benin,Collines,Glazoue,126995.064606603,1,126360.08928357,634.975323033015,0,0,0,0
Benin,Collines,Ouesse,146620.824876019,1,145887.720751639,733.104124380093,0,0,0,0
Benin,Collines,Savalou,149024.747962311,1,148279.624222499,745.123739811555,0,0,0,0
Benin,Collines,Save,89368.3896057633,1,88921.5476577345,446.841948028816,0,0,0,0
Benin,Couffo,Aplahoue,175794.085394176,1,140635.268315341,33400.8762248934,1757.94085394176,0,0,1757.94085394176
Benin,Couffo,Djakotomey,138709.775747517,2,102645.234053162,36064.5416943543,0,0,0,0
Benin,Couffo,Dogbo,104431.111480103,1,103386.800365302,1044.31111480103,0,0,0,0
Benin,Couffo,Klouekanme,132230.647727906,2,90445.7630458877,39669.1943183718,2115.6903636465,0,0,2115.6903636465
Benin,Couffo,Lalo,123389.431435647,2,85508.8759849036,37016.8294306942,863.726020049532,0,0,863.726020049532
Benin,Couffo,Toviklin,90502.1543976394,2,61541.4649903948,28055.6678632682,905.021543976394,0,0,905.021543976394
Benin,Donga,Bassila,137944.991089576,1,137944.991089576,0,0,0,0,0
Benin,Donga,Copargo,73457.6328499493,1,73457.6328499493,0,0,0,0,0
Benin,Donga,Djougou,275686.543431112,1,272929.677996801,2756.86543431112,0,0,0,0
Benin,Donga,Ouake,77230.3349852721,1,75685.7282855666,1544.60669970544,0,0,0,0
Benin,Littoral,Cotonou,680106.591332472,1,673305.525419147,6801.06591332472,0,0,0,0
Benin,Mono,Athieme,58036.6220046087,2,45500.7116516132,12187.6906209678,348.219732027652,0,0,348.219732027652
Benin,Mono,Bopa,99357.1570021916,2,62992.4375393895,35768.576520789,596.14294201315,0,0,596.14294201315
Benin,Mono,Come,81884.97832471,2,65507.982659768,16376.995664942,0,0,0,0
Benin,Mono,Grand-Popo,59321.5765574401,1,49830.1243082497,9491.45224919041,0,0,0,0
Benin,Mono,Houeyogbe,103622.687359872,2,70877.9181541527,32123.0330815604,621.736124159234,0,0,621.736124159234
Benin,Mono,Lokossa,107274.084518874,1,87964.7493054767,19309.3352133973,0,0,0,0
Benin,Oueme,Adjarra,101083.280550531,1,79855.7916349194,21227.4889156115,0,0,0,0
Benin,Oueme,Adjohoun,76860.032011162,1,64562.4268893761,12297.6051217859,0,0,0,0
Benin,Oueme,Aguegues,46547.3202265249,2,37703.3293834852,8843.99084303973,0,0,0,0
Benin,Oueme,Akpo-Misserete,127237.768394389,1,115786.369238894,11451.399155495,0,0,0,0
Benin,Oueme,Avrankou,136529.765910419,1,129703.277614898,6826.48829552097,0,0,0,0
Benin,Oueme,Bonou,46048.2285112963,1,40522.4410899407,5525.78742135556,0,0,0,0
Benin,Oueme,Dangbo,99125.7797698286,1,84256.9128043543,14868.8669654743,0,0,0,0
Benin,Oueme,Porto-Novo,267489.936664725,1,262942.607741425,4547.32892330033,0,0,0,0
Benin,Oueme,Seme-Kpodji,237809.455997463,1,233053.266877514,4756.18911994926,0,0,0,0
Benin,Plateau,Adja-Ouere,119628.383506988,2,95702.7068055904,23925.6767013976,0,0,0,0
Benin,Plateau,Ifangni,118504.552953319,2,94803.6423626551,23700.9105906638,0,0,0,0
Benin,Plateau,Ketou,162752.487130601,2,130201.989704481,32550.4974261203,0,0,0,0
Benin,Plateau,Pobe,128203.468519914,1,126921.433834715,1282.03468519914,0,0,0,0
Benin,Plateau,Sakete,119172.544395252,1,113213.917175489,5958.62721976261,0,0,0,0
Benin,Zou,Abomey,94226.8686557953,1,92342.3312826794,1884.53737311591,0,0,0,0
Benin,Zou,Agbangnizoun,74547.3837845274,2,73801.9099466821,745.473837845274,0,0,0,0
Benin,Zou,Bohicon,176925.765156927,1,171617.992202219,5307.7729547078,0,0,0,0
Benin,Zou,Cove,51941.253732334,1,41553.0029858672,9868.83820914345,519.41253732334,0,0,519.41253732334
Benin,Zou,Djidja,128048.126864716,1,124206.683058774,3841.44380594148,0,0,0,0
Benin,Zou,Ouinhi,62262.279519008,1,60394.4111334378,1867.86838557024,0,0,0,0
Benin,Zou,Zagnanado,56900.0582417848,1,50641.0518351885,6259.00640659633,0,0,0,0
Benin,Zou,Za-Kpota,137403.192129579,2,102090.571752277,34350.7980323948,961.822344907055,0,0,961.822344907055
Benin,Zou,Zogbodomey,96496.3752434995,2,77486.5893205301,18334.3112962649,675.474626704497,0,0,675.474626704497
