country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,Boa Vista,Boa Vista,13376.233646303,1,12573.6596275248,802.574018778181,0,0,,0
Cabo Verde,BRAVA,Brava,5759.87706198267,1,5471.88320888353,287.993853099133,0,0,,0
Cabo Verde,FOGO,São Filipe,21383.7030483466,1,20314.5178959293,1069.18515241733,0,0,,0
Cabo Verde,FOGO,Mosteiros,9394.02684328279,1,8924.32550111865,469.70134216414,0,0,,0
Cabo Verde,FOGO,Santa Catarina de Fogo,5290,1,5025.5,264.5,0,0,,0
Cabo Verde,MAIO,Maio,6946.78540034736,2,5557.42832027789,1319.889226066,69.4678540034736,0,,69.4678540034736
Cabo Verde,S. Nicolau,R. Brava,7261.95026391298,1,6826.2332480782,435.717015834779,0,0,,0
Cabo Verde,S. Nicolau,Tarrafal,5249.3759467348,1,4934.41338993071,314.962556804088,0,0,,0
Cabo Verde,S.Vicente,S.Vicente,80140.1674786937,1,75331.7574299721,4808.41004872162,0,0,,0
Cabo Verde,Sal,Sal,32207.7480678696,1,30275.2831837975,1932.46488407218,0,0,,0
Cabo Verde,Santiago,S. Cruz,26436.0927464536,1,25114.288109131,1321.80463732268,0,0,,0
Cabo Verde,Santiago,Praia,147607.379429037,1,141703.084251876,5904.29517716148,0,0,,0
Cabo Verde,Santiago,Tarrafal,18366.7617669146,1,17632.091296238,734.670470676583,0,0,,0
Cabo Verde,Santiago,Santa Catarina,44745.3758090726,1,43403.0145348004,1342.36127427218,0,0,,0
Cabo Verde,Santiago,São Miguel,14866.620527271,2,11595.9640112714,3121.99031072691,148.66620527271,0,,148.66620527271
Cabo Verde,Santiago,São Domingos,14003.6071831803,1,13303.4268240213,700.180359159016,0,,,0
Cabo Verde,Santiago,Sao salvadordo Mundo,8661.07799821688,1,8487.85643825254,173.221559964338,0,,,0
Cabo Verde,Santiago,São Lourenço dos Órgãos,7179.02120352115,1,6748.27993130988,430.741272211269,0,,,0
Cabo Verde,Santiago,Ribeira Grande de Santiago,8399.0535435844,1,7979.10086640518,419.95267717922,0,,,0
Cabo Verde,Santo Antao,Ribeira Grande,17375.0531711284,1,16506.300512572,868.752658556421,0,,,0
Cabo Verde,Santo Antao,Paul,6261.23377928498,1,5948.17209032073,313.061688964249,0,,,0
Cabo Verde,Santo Antao,Porto Novo,17555.7529006164,2,14044.6023204932,3335.59305111712,175.557529006164,,,175.557529006164
