country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,SANTIAGO,PRAIA,159047,1,132009.01,23857.05,3180.94,0,0,3180.94
Cabo Verde,SANTIAGO,Rª G SANTIAGO,8460.63107809439,3,5076.37864685664,1692.12621561888,1607.51990483793,84.6063107809439,0,1692.12621561888
Cabo Verde,SANTIAGO,S. DOMINGOS,14102.9765628893,3,7756.63710958911,3384.71437509343,2820.59531257786,141.029765628893,0,2961.62507820675
Cabo Verde,SANTIAGO,STA CRUZ,26189.6705690201,3,13356.7319902002,6809.31434794522,5761.72752518441,261.896705690201,0,6023.62423087462
Cabo Verde,SANTIAGO,S. L. ÓGÃOS,7032.64414726486,3,3305.34274921448,2039.46680270681,1617.50815387092,70.3264414726486,0,1687.83459534357
Cabo Verde,SANTIAGO,S. S. MUNDO,8631.47676434907,3,5178.88605860944,1726.29535286981,1639.98058522632,86.3147676434907,0,1726.29535286981
Cabo Verde,BOA VISTA,BOA VISTA,16620.773374291,1,14460.0728356331,2160.70053865782,0,0,0,0
Cabo Verde,S. ANTAO ,RIBEIRA GRANDE,16347.4112998212,2,10135.3950058891,4904.22338994636,1307.7929039857,0,0,1307.7929039857
Cabo Verde,S. ANTAO ,PORTO NOVO,17187.8173383908,2,9968.93405626665,5500.10154828505,1718.78173383908,0,0,1718.78173383908
Cabo Verde,S. ANTAO ,PAUL,5789.24992373178,2,3647.22745195102,1736.77497711953,405.247494661225,0,0,405.247494661225
Cabo Verde,S. NICOLAU,RIBEIRA BRAVO,7034.87289431338,1,5838.9445022801,1055.23093414701,140.697457886268,0,0,140.697457886268
Cabo Verde,S. NICOLAU,TARRAFAL SN,5224.60902087119,1,4284.17939711437,835.93744333939,104.492180417424,0,0,104.492180417424
Cabo Verde,SÃO  VICENTE ,SÃO VICENTE,82680.3475809149,1,72758.7058712051,9921.64170970979,0,0,0,0
Cabo Verde,SAL,SAL,36768.9581378803,1,31253.6144171983,5515.34372068205,0,0,0,0
Cabo Verde,SANTIAGO,TARRAFAL ST,18217.1389137885,2,11841.1402939625,4554.28472844713,1821.71389137885,0,0,1821.71389137885
Cabo Verde,SANTIAGO,SANTA CATARINA,45921.7390827987,2,33063.652139615,10102.7825982157,2755.30434496792,0,0,2755.30434496792
Cabo Verde,SANTIAGO,SÃO MIGUEL,14298.9165299437,2,10009.2415709606,3288.75080188704,1000.92415709606,0,0,1000.92415709606
Cabo Verde,FOGO,SÃO FILIPE,20851.6698882127,1,16889.8526094523,3336.26718211403,625.550096646381,0,0,625.550096646381
Cabo Verde,FOGO,MOSTEIROS,9309.54508080421,1,7820.01786787554,1396.43176212063,93.0954508080421,0,0,93.0954508080421
Cabo Verde,FOGO,SANTA CATARINA,5253.76248577344,2,3677.63374004141,1103.29012201242,472.83862371961,0,0,472.83862371961
Cabo Verde,MAIO,MAIO,7111.21053442657,2,4906.73526875433,1493.35421222958,711.121053442657,0,0,711.121053442657
Cabo Verde,BRAVA,BRAVA,5578.95922909993,1,4686.32575244394,836.843884364989,55.7895922909993,0,0,55.7895922909993
