country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,SANTIAGO,PRAIA,159046.963104052,1,144732.736424688,14314.2266793647,0,0,0,0
Cabo Verde,SANTIAGO,Rª G SANTIAGO,8460.63107809439,2,6599.29224091363,1692.12621561888,169.212621561888,0,0,169.212621561888
Cabo Verde,SANTIAGO,S. DOMINGOS,14102.9765628893,2,11000.3217190537,2679.56554694897,423.089296886679,0,0,423.089296886679
Cabo Verde,SANTIAGO,STA CRUZ,26189.6705690201,2,19380.3562210748,5761.72752518441,1047.5868227608,0,0,1047.5868227608
Cabo Verde,SANTIAGO,S. L. ÓGÃOS,7032.64414726486,2,5274.48311044864,1476.85527092562,281.305765890594,0,0,281.305765890594
Cabo Verde,SANTIAGO,S. S. MUNDO,8631.47676434907,2,6646.23710854878,1726.29535286981,258.944302930472,0,0,258.944302930472
Cabo Verde,BOA VISTA,BOA VISTA,16620.773374291,1,15291.1115043477,1329.66186994328,0,0,0,0
Cabo Verde,S. ANTAO ,Ribeira Grande,16347.4112998212,2,12587.5067008623,3269.48225996424,490.422338994636,0,0,490.422338994636
Cabo Verde,S. ANTAO ,Porto Novo ,17187.8173383908,2,12718.9848304092,3781.31981444597,687.512693535631,0,0,687.512693535631
Cabo Verde,S. ANTAO ,Paul,5789.24992373178,2,4226.1524443242,1273.63498322099,289.462496186589,0,0,289.462496186589
Cabo Verde,S. NICOLAU,Ribeira Brava,7034.87289431338,1,5838.9445022801,1195.92839203327,0,0,0,0
Cabo Verde,S. NICOLAU,Tarrafal,5224.60902087119,1,4231.93330690566,992.675713965525,0,0,0,0
Cabo Verde,S. VICENTE ,S. Vicente,82680.3475809149,1,74412.3128228234,8268.03475809149,0,0,0,0
Cabo Verde,SAL,Sal,36768.9581378803,1,33827.4414868499,2941.51665103043,0,0,0,0
Cabo Verde,SANTIAGO,Tarrafal,18217.1389137885,1,16031.0822441339,2186.05666965462,0,0,0,0
Cabo Verde,SANTIAGO,Santa Catarina,45922,1,39033.7,6888.3,0,0,0,0
Cabo Verde,SANTIAGO,São Miguel,14299,1,12297.14,2001.86,0,0,0,0
Cabo Verde,FOGO,São Filipe,20852,1,17515.68,3336.32,0,0,0,0
Cabo Verde,FOGO,Mosteiros,9310,1,8285.9,1024.1,0,0,0,0
Cabo Verde,FOGO,Santa Catarina,5254,1,4781.14,472.86,0,0,0,0
Cabo Verde,MAIO,Maio,7111,1,5973.24,1137.76,0,0,0,0
Cabo Verde,BRAVA,Brava,5579,1,4518.99,1060.01,0,0,0,0
