country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,SANTIAGO,PRAIA,159047,1,128828.07,27037.99,3180.94,0,0,3180.94
Cabo Verde,SANTIAGO,Rª G SANTIAGO,8460.63107809439,3,4822.5597145138,1861.33883718077,1692.12621561888,84.6063107809439,0,1776.73252639982
Cabo Verde,SANTIAGO,S. DOMINGOS,14102.9765628893,3,7474.57757833133,3525.74414072232,2961.62507820675,141.029765628893,0,3102.65484383564
Cabo Verde,SANTIAGO,STA CRUZ,26189.6705690201,3,12309.1451674394,7333.10775932562,6285.52093656481,261.896705690201,0,6547.41764225502
Cabo Verde,SANTIAGO,S. L. ÓGÃOS,7032.64414726486,3,3024.03698332389,2180.11968565211,1758.16103681621,70.3264414726486,0,1828.48747828886
Cabo Verde,SANTIAGO,S. S. MUNDO,8631.47676434907,3,4919.94175567897,1898.92488815679,1726.29535286981,86.3147676434907,0,1812.6101205133
Cabo Verde,BOA VISTA,BOA VISTA,16620.773374291,1,14127.6573681473,2493.11600614364,0,0,0,0
Cabo Verde,S. ANTAO ,RIBEIRA GRANDE,16347.4112998212,3,9318.02444089808,3759.90459895887,3106.00814696603,163.474112998212,0,3269.48225996424
Cabo Verde,S. ANTAO ,PORTO NOVO,17187.8173383908,3,9109.54318934711,4468.8325079816,3437.56346767816,171.878173383908,0,3609.44164106206
Cabo Verde,S. ANTAO ,PAUL,5789.24992373178,3,3010.40996034053,1389.41998169563,1331.52748245831,57.8924992373178,0,1389.41998169563
Cabo Verde,S. NICOLAU,RIBEIRA BRAVO,7034.87289431338,2,5487.20085756443,1406.97457886268,140.697457886268,0,0,140.697457886268
Cabo Verde,S. NICOLAU,TARRAFAL SN,5224.60902087119,2,4022.94894607081,1044.92180417424,156.738270626136,0,0,156.738270626136
Cabo Verde,SÃO  VICENTE ,SÃO VICENTE,82680.3475809149,1,70278.2954437777,12402.0521371372,0,0,0,0
Cabo Verde,SAL,SAL,36768.9581378803,1,30885.9248358195,5883.03330206086,0,0,0,0
Cabo Verde,SANTIAGO,TARRAFAL ST,18217.1389137885,3,9655.08362430791,4554.28472844713,3825.59917189559,182.171389137885,0,4007.77056103347
Cabo Verde,SANTIAGO,SANTA CATARINA,45921.7390827987,2,33063.652139615,10102.7825982157,2755.30434496792,0,0,2755.30434496792
Cabo Verde,SANTIAGO,SÃO MIGUEL,14298.9165299437,2,10009.2415709606,3288.75080188704,1000.92415709606,0,0,1000.92415709606
Cabo Verde,FOGO,SÃO FILIPE,20851.6698882127,1,17515.4027060987,2710.71708546765,625.550096646381,0,0,625.550096646381
Cabo Verde,FOGO,MOSTEIROS,9309.54508080421,1,7633.82696625945,1489.52721292867,186.190901616084,0,0,186.190901616084
Cabo Verde,FOGO,SANTA CATARINA,5253.76248577344,2,3625.09611518367,1155.82774687016,472.83862371961,0,0,472.83862371961
Cabo Verde,MAIO,MAIO,7111.21053442657,2,4835.62316341006,1564.46631757384,711.121053442657,0,0,711.121053442657
Cabo Verde,BRAVA,BRAVA,5578.95922909993,1,4518.95697557094,948.423068946988,111.579184581999,0,0,111.579184581999
