country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cabo Verde,SANTIAGO,PRAIA,155252,1,139726.8,13972.68,1552.52,0,0,1552.52
Cabo Verde,SANTIAGO,Rª G SANTIAGO,8437,1,7340.19,928.07,168.74,0,0,168.74
Cabo Verde,SANTIAGO,S. DOMINGOS,14070,1,12381.6,1688.4,0,0,0,0
Cabo Verde,SANTIAGO,STA CRUZ,26277,1,23386.53,2890.47,0,0,0,0
Cabo Verde,SANTIAGO,S. L. ÓGÃOS,7079,1,6229.52,849.48,0,0,0,0
Cabo Verde,SANTIAGO,S. S. MUNDO,8642,1,7604.96,1037.04,0,0,0,0
Cabo Verde,S. Antao ,Ribeira Grande,16674,1,13672.68,2501.1,500.22,0,0,500.22
Cabo Verde,S. Antao ,Porto Novo ,17308,1,14019.48,2769.28,519.24,0,0,519.24
Cabo Verde,S. Antao ,Paul,5940,1,5108.4,772.2,59.4,0,0,59.4
Cabo Verde,S. Nicolau,Ribeira Brava,7108,1,6041.8,1066.2,0,0,0,0
Cabo Verde,S. Nicolau,Tarrafal,5233,1,4343.39,889.61,0,0,0,0
Cabo Verde,Santiago,Tarrafal,18264,1,15341.76,2922.24,0,0,0,0
Cabo Verde,SANTIAGO,Santa Catarina,45122.866885431,1,37903.208183762,6317.20136396034,902.45733770862,0,0,902.45733770862
Cabo Verde,SANTIAGO,São Miguel,14670.728426969,1,12176.7045943843,2200.60926404535,293.41456853938,0,0,0
Cabo Verde,FOGO,São Filipe,21194.3220085925,1,17379.3440470459,3603.03474146072,211.943220085925,0,0,211.943220085925
Cabo Verde,FOGO,Mosteiros,9363.66955116244,1,7865.48242297645,1404.55043267437,93.6366955116244,0,0,93.6366955116244
Cabo Verde,FOGO,Santa Catarina,5279.25068655721,1,4328.98556297691,844.680109849154,105.585013731144,0,0,105.585013731144
Cabo Verde,MAIO,Maio,6980.18153134181,1,5793.5506710137,1047.02722970127,139.603630626836,0,0,139.603630626836
Cabo Verde,BRAVA,Brava,5697.79521067085,1,4786.14797696351,854.669281600627,56.9779521067085,0,0,56.9779521067085
