country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bafata,217769,2,172037.51,32665.35,13066.14,0,0,13066.14
Guinea-Bissau,Gabu,226175,2,94993.5,88208.25,40711.5,2261.75,0,42973.25
Guinea-Bissau,Biombo,101553,2,76164.75,22341.66,3046.59,0,0,3046.59
Guinea-Bissau,Cacheu,199622,2,107795.88,73860.14,13973.54,3992.44,0,17965.98
Guinea-Bissau,Oio,233353,1,205350.64,28002.36,0,0,0,0
Guinea-Bissau,Tombali,98357,1,88521.3,9835.7,0,0,0,0
Guinea-Bissau,Quinara,66080,2,37665.6,27092.8,1321.6,0,0,1321.6
