country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Biombo,93284,2,70895.84,19589.64,2798.52,0,0,2798.52
Guinea-Bissau,Cacheu,185431,2,107549.98,74172.4,3708.62,0,0,3708.62
Guinea-Bissau,Oio,224644,3,116814.88,33696.6,67393.2,6739.32,0,74132.52
Guinea-Bissau,Bafata,225516,3,126288.96,31572.24,63144.48,4510.32,0,67654.8
Guinea-Bissau,Gabu,226327,3,70161.37,67898.1,79214.45,9053.08,0,88267.53
Guinea-Bissau,Quinara,63610,3,36257.7,14630.3,11449.8,1272.2,0,12722
Guinea-Bissau,Tombali,91311,2,55699.71,34698.18,913.11,0,0,913.11
Guinea-Bissau,Bolama-Bijagos,33170,1,27199.4,5638.9,331.7,0,0,331.7
