country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,BAFATA,217770,1,185105,32666,0,0,0,0
Guinea-Bissau,GABU,226174,2,180939,42973,2262,0,0,2261.74
Guinea-Bissau,QUINARA,66080,1,59472,6608,0,0,0,0
Guinea-Bissau,TOMBALI,98357,1,91472,6885,0,0,0,0
Guinea-Bissau,BOLAMA,34873,2,24411,6975,3487,0,0,3487.3
Guinea-Bissau,BIOMBO,101553,1,86320,15233,0,0,0,0
Guinea-Bissau,CACHEU,199623,2,159698,29943,9981,0,0,9981.15
Guinea-Bissau,OIO,233352,2,140011,79340,14001,0,0,14001.12
