country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,NBR,241980,1,212942.4,26617.8,2419.8,0,0,2419.8
Gambia,CRRN,104674,2,77458.76,24075.02,3140.22,0,0,3140.22
Gambia,URR,262869,2,207666.51,52573.8,2628.69,0,0,2628.69
Gambia,WCR,859721,1,730762.85,120360.94,8597.21,0,0,8597.21
Gambia,LRR,85002,2,61201.44,21250.5,2550.06,0,0,2550.06
Gambia,CRRS,132886,2,102322.22,26577.2,3986.58,0,0,3986.58
