country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,NBR,247262,1,210172.7,37089.3,0,0,0,0
Gambia,CRRN,106608,1,88484.64,18123.36,0,0,0,0
Gambia,URR,269037,1,236752.56,32284.44,0,0,0,0
Gambia,WCR,898979,2,611305.72,224744.75,62928.53,0,0,62928.53
Gambia,LRR,85975,1,72219,13756,0,0,0,0
Gambia,CRRS,134765,1,111854.95,22910.05,0,0,0,0
