country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,LRR,84008,1,71406.8,11761.12,840.08,0,0,840.08
Gambia,WCR,713698,2,499588.6,199835.44,14273.96,0,0,14273.96
Gambia,CRR n,101090,1,85926.5,13141.7,2021.8,0,0,2021.8
Gambia,CRR s,129448,1,110030.8,16828.24,2588.96,0,0,2588.96
Gambia,URR,244714,2,146828.4,68519.92,29365.68,0,0,29365.68
Gambia,NBR,225475,2,157832.5,63133,4509.5,0,0,4509.5
Gambia,BJL,31927,,,,,,,
Gambia,KMC,389738,,,,,,,
