country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Central River Region South,"155,579",2,"85,568","54,453","14,002","1,556",0,"15,558"
Gambia,LRR,"105,254",2,"28,419","57,890","17,893","1,053",0,"18,946"
Gambia,NBR,"209,919",2,"115,456","62,976","29,389","2,099",0,"31,488"
Gambia,Central River Region North,"138,258",2,"38,712","74,659","23,504","1,383",0,"24,886"
Gambia,URR,"209,136",2,"119,208","56,467","31,370","2,091",0,"33,462"
Gambia,WCR,"1,143,334",2,"537,367","400,167","194,367","11,433",0,"205,800"
Gambia,Banjul,0,0,0,0,0,0,0,0
