country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,NBR,"247,262",1,"200,282","37,089","9,890",0,0,"9,890"
Gambia,CRRN,"106,608",2,"49,040","37,313","17,057","3,198",0,"20,256"
Gambia,URR,"275,205",2,"151,363","96,322","27,521",0,0,"27,521"
Gambia,WCR,"938,238",1,"769,355","140,736","28,147",0,0,"28,147"
Gambia,LRR,"86,947",1,"70,427","13,912","2,608",0,0,"2,608"
Gambia,CRRS,"136,643",2,"75,154","47,825","13,664",0,0,"13,664"
