country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,NBR,247262,1,222535.8,24726.2,0,0,0,0
Gambia,CRRN,106608,1,92748.96,13859.04,0,0,0,0
Gambia,URR,269037,1,247514.04,21522.96,0,0,0,0
Gambia,WCR,898979,2,674234.25,179795.8,44948.95,0,0,44948.95
Gambia,LRR,85975,1,75658,10317,0,0,0,0
Gambia,CRRS,134765,1,117245.55,17519.45,0,0,0,0
