country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,KM,"413,924",1,"351,835","62,089",0,0,0,0
Gambia,LRR,"86,948",2,"59,125","23,476","4,347",0,0,"4,347"
Gambia,URR,"275,205",2,"195,396","66,049","13,760",0,0,"13,760"
Gambia,CRRN,"108,543",2,"71,638","32,563","4,342",0,0,"4,342"
Gambia,WCR,"938,238",1,"778,738","150,118","9,382",0,0,"9,382"
Gambia,CRRS,"136,643",2,"75,154","47,825","13,664",0,0,"13,664"
Gambia,NBR,"252,544",1,"229,815","22,729",0,0,0,0
Gambia,BCC,"28,845",1,"24,807","3,750",288,0,0,288
