country,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,WCR,859721,2,593207.49,206333.04,60180.47,0,0,60180.47
Gambia,LRR,85002,2,59501.4,22950.54,2550.06,0,0,2550.06
Gambia,NBR,241980,2,159706.8,72594,9679.2,0,0,9679.2
Gambia,CRRN,104674,1,94206.6,9420.66,1046.74,0,0,1046.74
Gambia,CRRS,132886,1,107637.66,18604.04,6644.3,0,0,6644.3
Gambia,URR,262869,2,170864.85,60459.87,31544.28,0,0,31544.28
