country,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35,status
Nigeria,Kano,G/MALLAM ,188492.8669,1,156449.0795,24504.07269,7539.714675,0,0,7539.714675,outofcamp
Nigeria,Kano,GEZAWA ,448625.1633,1,372358.8855,58321.27123,17945.00653,0,0,17945.00653,outofcamp
Nigeria,Kano,GWALE ,568594.6711,1,471933.577,73917.30724,22743.78684,0,0,22743.78684,outofcamp
Nigeria,Kano,KUMBOTSO ,467793.5254,1,388268.6261,60813.1583,18711.74102,0,0,18711.74102,outofcamp
Nigeria,Kano,KURA ,227379.3925,1,188724.8957,29559.32102,9095.175698,0,0,9095.175698,outofcamp
Nigeria,Kano,MADOBI ,218784.3771,1,181591.033,28441.96902,8751.375082,0,0,8751.375082,outofcamp
Nigeria,Kano,MUNICIPAL ,589912.9788,1,489627.7724,76688.68725,23596.51915,0,0,23596.51915,outofcamp
Nigeria,Kano,NASSARAWA ,947709.6932,1,786599.0453,123202.2601,37908.38773,0,0,37908.38773,outofcamp
Nigeria,Kano,TARAUNI ,352514.808,1,292587.2907,45826.92504,14100.59232,0,0,14100.59232,outofcamp
Nigeria,Kano,UNGOGO ,578527.6423,1,480177.9431,75208.5935,23141.10569,0,0,23141.10569,outofcamp
Nigeria,Kano,WARAWA ,209525.1508,1,173905.8752,27238.26961,8381.006033,0,0,8381.006033,outofcamp
Nigeria,Kano,MINJIBIR ,348966.5238,1,289642.2148,45365.64809,13958.66095,0,0,13958.66095,outofcamp
Nigeria,Kano,BAGWAI ,256679,1,220743.94,30801.48,5133.58,0,0,5133.58,outofcamp
Nigeria,Kano,BICHI ,442238,1,380324.68,53068.56,8844.76,0,0,8844.76,outofcamp
Nigeria,Kano,DANBATTA ,334447,1,287624.42,40133.64,6688.94,0,0,6688.94,outofcamp
Nigeria,Kano,D/TOFA ,391212,1,336442.32,46945.44,7824.24,0,0,7824.24,outofcamp
Nigeria,Kano,GABASAWA ,335607,1,288622.02,40272.84,6712.14,0,0,6712.14,outofcamp
Nigeria,Kano,GWARZO ,291782,1,250932.52,35013.84,5835.64,0,0,5835.64,outofcamp
Nigeria,Kano,KABO ,243371,1,209299.06,29204.52,4867.42,0,0,4867.42,outofcamp
Nigeria,Kano,KUNCHI ,175062,1,150553.32,21007.44,3501.24,0,0,3501.24,outofcamp
Nigeria,Kano,MAKODA ,349734,1,300771.24,41968.08,6994.68,0,0,6994.68,outofcamp
Nigeria,Kano,R/GADO ,164258,1,141261.88,19710.96,3285.16,0,0,3285.16,outofcamp
Nigeria,Kano,SHANONO ,221077,1,190126.22,26529.24,4421.54,0,0,4421.54,outofcamp
Nigeria,Kano,TOFA ,156682,1,134746.52,18801.84,3133.64,0,0,3133.64,outofcamp
Nigeria,Kano,TSANYAWA ,250636,1,215546.96,30076.32,5012.72,0,0,5012.72,outofcamp
Nigeria,Kano,AJINGI ,274280,1,235880.8,32913.6,5485.6,0,0,5485.6,outofcamp
Nigeria,Kano,ALBASU ,298162,1,256419.32,35779.44,5963.24,0,0,5963.24,outofcamp
Nigeria,Kano,BEBEJI ,304958,1,262263.88,36594.96,6099.16,0,0,6099.16,outofcamp
Nigeria,Kano,BUNKURE ,277231,1,238418.66,33267.72,5544.62,0,0,5544.62,outofcamp
Nigeria,Kano,DOGUWA ,239378,1,205865.08,28725.36,4787.56,0,0,4787.56,outofcamp
Nigeria,Kano,GARKO ,257367,1,221335.62,30884.04,5147.34,0,0,5147.34,outofcamp
Nigeria,Kano,GAYA ,329593,1,283449.98,39551.16,6591.86,0,0,6591.86,outofcamp
Nigeria,Kano,KARAYE ,228890,1,196845.4,27466.8,4577.8,0,0,4577.8,outofcamp
Nigeria,Kano,KIBIYA ,220266,1,189428.76,26431.92,4405.32,0,0,4405.32,outofcamp
Nigeria,Kano,KIRU ,424535,1,365100.1,50944.2,8490.7,0,0,8490.7,outofcamp
Nigeria,Kano,RANO ,235613,1,202627.18,28273.56,4712.26,0,0,4712.26,outofcamp
Nigeria,Kano,ROGO ,361672,1,311037.92,43400.64,7233.44,0,0,7233.44,outofcamp
Nigeria,Kano,SUMAILA ,397857,1,342157.02,47742.84,7957.14,0,0,7957.14,outofcamp
Nigeria,Kano,TAKAI ,321997,1,276917.42,38639.64,6439.94,0,0,6439.94,outofcamp
Nigeria,Kano,T/WADA ,363342,1,312474.12,43601.04,7266.84,0,0,7266.84,outofcamp
Nigeria,Kano,WUDIL ,299751,1,257785.86,35970.12,5995.02,0,0,5995.02,outofcamp
Nigeria,Katsina,Ingawa,228300,1,216885,11415,0,0,0,0,outofcamp
Nigeria,Katsina,Kusada,132800,1,126160,6640,0,0,0,0,outofcamp
Nigeria,Katsina,Mashi,230900,1,219355,11545,0,0,0,0,outofcamp
Nigeria,Katsina,Mani,238000,1,226100,11900,0,0,0,0,outofcamp
Nigeria,Katsina,Sandamu,184900,1,175655,9245,0,0,0,0,outofcamp
Nigeria,Katsina,Baure,273900,1,260205,13695,0,0,0,0,outofcamp
Nigeria,Katsina,Mai Addua,272400,1,258780,13620,0,0,0,0,outofcamp
Nigeria,Katsina,Daura,303600,1,288420,15180,0,0,0,0,outofcamp
Nigeria,Katsina,Zango,210600,1,200070,10530,0,0,0,0,outofcamp
Nigeria,Katsina,Kankia,204400,1,194180,10220,0,0,0,0,outofcamp
Nigeria,Katsina,Bindawa,203800,1,193610,10190,0,0,0,0,outofcamp
Nigeria,Katsina,Dutsi,163200,1,155040,8160,0,0,0,0,outofcamp
Nigeria,Katsina,Katsina,429400,1,386460,42940,4294,0,0,4294,outofcamp
Nigeria,Katsina,Jibia,226000,1,203400,22600,2260,0,0,2260,outofcamp
Nigeria,Katsina,Charanchi,184900,1,166410,18490,1849,0,0,1849,outofcamp
Nigeria,Katsina,Dan Musa,152800,1,137520,15280,1528,0,0,1528,outofcamp
Nigeria,Katsina,Dutsinma,229200,1,206280,22920,2292,0,0,2292,outofcamp
Nigeria,Katsina,Kaita,246200,1,221580,24620,2462,0,0,2462,outofcamp
Nigeria,Katsina,Batagarwa,255200,1,229680,25520,2552,0,0,2552,outofcamp
Nigeria,Katsina,Kurfi,157500,1,141750,15750,1575,0,0,1575,outofcamp
Nigeria,Katsina,Batsari,280600,1,252540,28060,2806,0,0,2806,outofcamp
Nigeria,Katsina,Safana,250000,1,225000,25000,2500,0,0,2500,outofcamp
Nigeria,Katsina,Rimi,208000,1,187200,20800,2080,0,0,2080,outofcamp
Nigeria,Katsina,Danja,169400,1,157542,11858,0,0,0,0,outofcamp
Nigeria,Katsina,Dandume,196200,1,182466,13734,0,0,0,0,outofcamp
Nigeria,Katsina,Funtua,303900,1,282627,21273,0,0,0,0,outofcamp
Nigeria,Katsina,Faskari,262400,1,244032,18368,0,0,0,0,outofcamp
Nigeria,Katsina,Sabuwa,189900,1,176607,13293,0,0,0,0,outofcamp
Nigeria,Katsina,Kankara,328400,1,305412,22988,0,0,0,0,outofcamp
Nigeria,Katsina,Malumfashi,246900,1,229617,17283,0,0,0,0,outofcamp
Nigeria,Katsina,Musawa,229500,1,213435,16065,0,0,0,0,outofcamp
Nigeria,Katsina,Bakori,201800,1,187674,14126,0,0,0,0,outofcamp
Nigeria,Katsina,Matazu,153600,1,142848,10752,0,0,0,0,outofcamp
Nigeria,Katsina,Kafur,282600,1,262818,19782,0,0,0,0,outofcamp
Nigeria,Kebbi,ALIERO,101287,1,87106.82,13167.31,1012.87,0,0,1012.87,outofcamp
Nigeria,Kebbi,BIRNIN KEBBI,405612,1,348826.32,52729.56,4056.12,0,0,4056.12,outofcamp
Nigeria,Kebbi,BUNZA,186554,1,160436.44,24252.02,1865.54,0,0,1865.54,outofcamp
Nigeria,Kebbi,GWANDU,228123,1,196185.78,29655.99,2281.23,0,0,2281.23,outofcamp
Nigeria,Kebbi,JEGA,298610,1,256804.6,38819.3,2986.1,0,0,2986.1,outofcamp
Nigeria,Kebbi,KALGO,128240,1,110286.4,16671.2,1282.4,0,0,1282.4,outofcamp
Nigeria,Kebbi,KOKO/BESSE,233772,1,201043.92,30390.36,2337.72,0,0,2337.72,outofcamp
Nigeria,Kebbi,MAIYAMA,262372,1,225639.92,34108.36,2623.72,0,0,2623.72,outofcamp
Nigeria,Kebbi,AREWA,286486,1,252107.68,31513.46,2864.86,0,0,2864.86,outofcamp
Nigeria,Kebbi,ARGUNGU,302371,1,266086.48,33260.81,3023.71,0,0,3023.71,outofcamp
Nigeria,Kebbi,AUGIE,175714,1,154628.32,19328.54,1757.14,0,0,1757.14,outofcamp
Nigeria,Kebbi,BAGUDO,359397,1,316269.36,39533.67,3593.97,0,0,3593.97,outofcamp
Nigeria,Kebbi,DANDI,220776,1,194282.88,24285.36,2207.76,0,0,2207.76,outofcamp
Nigeria,Kebbi,SURU,224194,1,197290.72,24661.34,2241.94,0,0,2241.94,outofcamp
Nigeria,Kebbi,DANKO/WASAGU,400556,1,336467.04,60083.4,4005.56,0,0,4005.56,outofcamp
Nigeria,Kebbi,FAKAI,180854,1,151917.36,27128.1,1808.54,0,0,1808.54,outofcamp
Nigeria,Kebbi,NGASKI,190412,1,159946.08,28561.8,1904.12,0,0,1904.12,outofcamp
Nigeria,Kebbi,SAKABA,138508,1,116346.72,20776.2,1385.08,0,0,1385.08,outofcamp
Nigeria,Kebbi,SHANGA,191982,1,161264.88,28797.3,1919.82,0,0,1919.82,outofcamp
Nigeria,Kebbi,YAURI,151851,1,127554.84,22777.65,1518.51,0,0,1518.51,outofcamp
Nigeria,Kebbi,ZURU,249654,1,209709.36,37448.1,2496.54,0,0,2496.54,outofcamp
Nigeria,Niger,Agaie,204034,1,175469.24,26524.42,2040.34,0,0,2040.34,outofcamp
Nigeria,Niger,Bida,286603,1,246478.58,37258.39,2866.03,0,0,2866.03,outofcamp
Nigeria,Niger,Edati,246849,1,212290.14,32090.37,2468.49,0,0,2468.49,outofcamp
