country,region,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cote d'Ivoire,,Haut Sassandra,,1132929,2,895014,237915,0,0,0,0
Cote d'Ivoire,,Marahoue,,862344,1,732992,129352,0,0,0,0
