country,region,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cote d’Ivoire,,Bélier,,397183,1,337606,55606,3972,0,0,3972
Cote d’Ivoire,,Indénie Djuablin,,637114,1,579774,57340,0,0,0,0
Cote d’Ivoire,,La Mé,,551325,1,523759,27566,0,0,0,0
Cote d’Ivoire,,Poro,,942103,1,857314,84789,0,0,0,0
