country,region,adm1,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35
Cote d’Ivoire,PAD NORD OUEST,Folon,107145,1,100716.3,6428.7,0,0,0,0
Cote d’Ivoire,PAD NORD OUEST,Kabadougou,207119,1,196763.05,10355.95,0,0,0,0
Cote d’Ivoire,PAD NORD ,PORO,902794,1,821542.54,81251.46,0,0,0,0
Cote d’Ivoire,PAD NORD ,TCHOLOGO,566739,1,527067.27,39671.73,0,0,0,0
Cote d’Ivoire,PAD NORD ,BAGOUE,441277,1,401562.07,39714.93,0,0,0,0
Cote d’Ivoire,PAD CENTRE OUEST,Région du GOH,1012947,1,942040.71,70906.29,0,0,0,0
Cote d’Ivoire,PAD CENTRE OUEST,Région du GUEMON,1050722,1,956157.02,94564.98,0,0,0,0
Cote d’Ivoire,PAD CENTRE OUEST,Région de la MARAHOUE,953342,1,905674.9,47667.1,0,0,0,0
Cote d’Ivoire,PAD CENTRE OUEST,Région du HAUT-SASSANDRA,1485669,1,1381672.17,103996.83,0,0,0,0
